time_s,no_unit_none,temperature_degC,temperature_degC_1,temperature_degC_2,temperature_degC_3,temperature_degC_4,temperature_degC_5,amperage_A,power_W,velocity_km_h,no_unit_none_1,temperature_degC_6,volflow_l_min
0.0,3000,-10,-10,-10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.5,3000,-10,-10,-10,-9.999999815,-9.999999783,-9.999999848,0.0,0.0,0.0,2,15.00000019,10.84621965
1.0,3000,-10,-10,-10,-9.999999819,-9.999999787,-9.999999851,0.0,0.0,0.0,2,15.00000018,10.84621965
1.5,3000,-10,-10,-10,-9.999999823,-9.999999792,-9.999999855,0.0,0.0,0.0,2,15.00000018,10.84621965
2.0,3000,-10,-10,-10,-9.999999827,-9.999999796,-9.999999858,0.0,0.0,0.0,2,15.00000017,10.84621965
2.5,3000,-10,-10,-10,-9.99999983,-9.999999799,-9.999999861,0.0,0.0,0.0,2,15.00000017,10.84621965
3.0,3000,-10,-10,-10,-9.999999833,-9.999999803,-9.999999864,0.0,0.0,0.0,2,15.00000017,10.84621965
3.5,3000,-10,-10,-10,-9.999999837,-9.999999807,-9.999999867,0.0,0.0,0.0,2,15.00000016,10.84621965
4.0,3000,-10,-10,-10,-9.99999984,-9.99999981,-9.999999869,0.0,0.0,0.0,2,15.00000016,10.84621965
4.5,3000,-10,-10,-10,-9.999999843,-9.999999813,-9.999999872,0.0,0.0,0.0,2,15.00000016,10.84621965
5.0,3000,-10,-10,-10,-9.999999846,-9.999999816,-9.999999875,0.0,0.0,0.0,2,15.00000015,10.84621965
5.5,3000,-10,-10,-10,-9.999999358,-9.999999243,-9.999999472,-0.7247547,-333.3331353,0.0,2,15.00000055,10.84621965
6.0,3000,-10,-10,-10,-9.999998396,-9.99999811,-9.999998679,-0.724758944,-333.3331416,0.0,2,15.00000151,10.84621965
6.5,3000,-10,-10,-10,-9.999997454,-9.999996998,-9.999997905,-0.724763054,-333.3331477,0.0,2,15.00000245,10.84621965
7.0,3000,-10,-10,-10,-9.999996531,-9.999995905,-9.999997148,-0.724767032,-333.3331536,0.0,2,15.00000338,10.84621965
7.5,3000,-10,-10,-10,-9.999995626,-9.99999483,-9.999996407,-0.724770884,-333.3331593,0.0,2,15.00000429,10.84621965
8.0,3000,-10,-10,-10,-9.999994738,-9.999993768,-9.999995682,-0.724774613,-333.3331648,0.0,2,15.00000519,10.84621965
8.5,3000,-10,-10,-10,-9.999993866,-9.99999272,-9.999994972,-0.724778224,-333.3331702,0.0,2,15.00000607,10.84621965
9.0,3000,-10,-10,-10,-9.999993009,-9.99999168,-9.999994277,-0.724781721,-333.3331753,0.0,2,15.00000694,10.84621965
9.5,3000,-10,-10,-10,-9.999992165,-9.999990647,-9.999993595,-0.724785107,-333.3331803,0.0,2,15.00000779,10.84621965
10.0,3000,-10,-10,-10,-9.999991335,-9.999989615,-9.999992928,-0.724788386,-333.3331852,0.0,2,15.00000864,10.84621965
10.5,3000,-10,-10,-10,-9.999990517,-9.999988581,-9.999992273,-0.724791562,-333.3331898,0.0,2,15.00000949,10.84621965
11.0,3000,-10,-10,-10,-9.999989709,-9.99998754,-9.999991632,-0.724794638,-333.3331943,0.0,2,15.00001033,10.84621965
11.5,3000,-10,-10,-10,-9.999988559,-9.999986074,-9.999990714,-1.053376459,-484.4005022,0.075983954,2,15.00001142,10.84621965
12.0,3000,-10,-10,-10,-9.99998666,-9.999983697,-9.999989184,-1.105193585,-508.2180048,0.176019494,2,15.00001336,10.84621965
12.5,3000,-10,-10,-10,-9.999980778,-9.99997661,-9.999984373,-2.508922413,-1153.243801,0.774549959,2,15.00001846,10.84621965
13.0,3000,-10,-10,-10,-9.999966712,-9.99995986,-9.999972825,-3.368533361,-1547.962091,1.52530585,2,15.00003189,10.84621964
13.5,3000,-10,-10,-10,-9.999917608,-9.999901905,-9.999932369,-9.074114631,-4162.988395,3.130695527,2,15.00007151,10.84621963
14.0,3000,-10,-10,-10,-9.999714984,-9.999663514,-9.999765266,-13.04213728,-5976.217517,5.129398137,2,15.0002565,10.84621958
14.5,3000,-10,-10,-10,-9.999374738,-9.999263095,-9.999484899,-18.77054049,-8586.229916,7.183803623,2,15.00057332,10.8462195
15.0,3000,-10,-10,-10,-9.998682488,-9.99844864,-9.998914505,-23.25279605,-10621.3881,9.462101755,2,15.00123472,10.84621932
15.5,3000,-10,-10,-10,-9.997851647,-9.99747015,-9.998230901,-19.62096195,-8970.287501,11.23762561,2,15.00208816,10.84621909
16.0,3000,-10,-10,-10,-9.997154961,-9.996648073,-9.997659127,-21.94464984,-10024.53944,12.85210289,2,15.00276941,10.84621891
16.5,3000,-10,-10,-10,-9.996156277,-9.995470438,-9.996838835,-28.74476521,-13103.19225,14.69635616,2,15.00371207,10.84621866
17.0,3000,-10,-10,-10,-9.994646245,-9.993690749,-9.995597817,-32.01143041,-14575.59285,16.61284205,2,15.00518978,10.84621827
17.5,3000,-10,-10,-10,-9.992363634,-9.991001734,-9.99372087,-44.78201576,-20310.61485,18.91289431,2,15.00731249,10.8462177
18.0,3000,-10,-10,-10,-9.988660066,-9.986640248,-9.990674377,-50.01196501,-22641.04583,21.3339056,2,15.01093509,10.84621674
18.5,3000,-10,-10,-10,-9.984456202,-9.98168557,-9.987220369,-49.42253552,-22370.21696,23.56070267,2,15.0151515,10.84621562
19.0,3000,-10,-10,-10,-9.980117618,-9.976567181,-9.983660506,-53.69913947,-24267.59449,25.72478539,2,15.01941979,10.84621449
19.5,3000,-10,-10,-10,-9.976866306,-9.972719405,-9.981004441,-22.55401546,-10281.33129,26.8098655,2,15.023092,10.84621352
20.0,3000,-10,-10,-10,-9.976380739,-9.972118066,-9.980633283,-23.17602615,-10561.93093,27.5517605,2,15.02357335,10.84621339
20.5,3000,-10,-10,-10,-9.976113591,-9.971774721,-9.98044081,-12.81524054,-5857.13489,27.94784447,2,15.02390918,10.8462133
21.0,3000,-10,-10,-10,-9.976274547,-9.971935832,-9.98059992,-12.97144606,-5928.174143,28.23458321,2,15.02374735,10.84621334
21.5,3000,-10,-10,-10,-9.976489316,-9.97216187,-9.980801546,-8.290039707,-3793.742306,28.36840783,2,15.02355099,10.8462134
22.0,3000,-10,-10,-10,-9.976810456,-9.972514355,-9.981089274,-8.342948069,-3817.982931,28.45435626,2,15.02322964,10.84621348
22.5,3000,-10,-10,-10,-9.97707073,-9.972796727,-9.981325178,-12.03548287,-5502.063103,28.65692982,2,15.02295567,10.84621355
23.0,3000,-10,-10,-10,-9.977231827,-9.972963581,-9.981478025,-12.15610131,-5556.959718,28.89719293,2,15.02279469,10.8462136
23.5,3000,-10,-10,-10,-9.977419039,-9.973161757,-9.981651545,-9.802416913,-4484.005079,29.06125019,2,15.02261783,10.84621364
24.0,3000,-10,-10,-10,-9.977660284,-9.97342403,-9.98186879,-9.870230776,-4514.97907,29.20160038,2,15.02237715,10.84621371
24.5,3000,-10,-10,-10,-9.977463237,-9.973172367,-9.981723126,-27.87858305,-12686.6186,29.88166659,2,15.02245169,10.84621369
25.0,3000,-10,-10,-10,-9.976424712,-9.971931847,-9.980883091,-28.66627204,-13040.30348,30.73346596,2,15.02348576,10.84621341
25.5,3000,-10,-10,-10,-9.975601546,-9.9709425,-9.980222311,-21.19321543,-9660.308237,31.35414542,2,15.02438027,10.84621318
26.0,3000,-10,-10,-10,-9.975217191,-9.970467672,-9.979924334,-21.57406988,-9832.089295,31.90139307,2,15.02476425,10.84621308
26.5,3000,-10,-10,-10,-9.974206066,-9.969256787,-9.979108557,-37.76986343,-17131.27606,32.8722952,2,15.02560484,10.84621285
27.0,3000,-10,-10,-10,-9.972009973,-9.96665238,-9.977316036,-39.03851006,-17696.55877,33.97776665,2,15.02778986,10.84621228
27.5,3000,-10,-10,-10,-9.969418616,-9.963580637,-9.97519998,-45.03536467,-20375.20008,35.19826256,2,15.03029775,10.84621162
28.0,3000,-10,-10,-10,-9.966188152,-9.959754498,-9.972559745,-46.65975048,-21094.85574,36.45498696,2,15.03351009,10.84621077
28.5,3000,-10,-10,-10,-9.962744067,-9.955673124,-9.96974713,-48.29725847,-21819.17907,37.71115297,2,15.03693529,10.84620987
29.0,3000,-10,-10,-10,-9.959077343,-9.951325937,-9.966754663,-49.94834384,-22548.34102,38.96680574,2,15.04058244,10.84620891
29.5,3000,-10,-10,-10,-9.955521862,-9.947104849,-9.96385818,-46.23797457,-20890.36303,40.10651149,2,15.04421219,10.84620796
30.0,3000,-10,-10,-10,-9.952366491,-9.943350046,-9.961295216,-47.57193104,-21479.78617,41.20914208,2,15.04735367,10.84620714
30.5,3000,-10,-10,-10,-9.950014496,-9.940535282,-9.959398536,-30.50485384,-13838.92186,41.92662727,2,15.04995709,10.84620645
31.0,3000,-10,-10,-10,-9.949226743,-9.939556845,-9.958793568,-30.99843934,-14059.60642,42.52177875,2,15.05074336,10.84620625
31.5,3000,-10,-10,-10,-9.948664916,-9.938844564,-9.958373835,-24.15498307,-10976.48162,42.96334773,2,15.05137944,10.84620608
32.0,3000,-10,-10,-10,-9.948537497,-9.938643625,-9.958311105,-24.42994386,-11100.20753,43.35642609,2,15.05150809,10.84620605
32.5,3000,-10,-10,-10,-9.948495039,-9.938543731,-9.958316767,-21.00815844,-9554.610209,43.67307656,2,15.05158349,10.84620603
33.0,3000,-10,-10,-10,-9.948623656,-9.93864597,-9.958461945,-21.19687359,-9639.880207,43.96581692,2,15.05145736,10.84620606
33.5,3000,-10,-10,-10,-9.948781144,-9.93878323,-9.958629332,-19.52297397,-8882.883404,44.22065028,2,15.05131688,10.8462061
34.0,3000,-10,-10,-10,-9.949006644,-9.939001357,-9.958851349,-19.67352209,-8951.069086,44.46381098,2,15.05109475,10.84620616
34.5,3000,-10,-10,-10,-9.949377805,-9.93939135,-9.959192283,-12.35990227,-5635.450042,44.55355122,2,15.05077184,10.84620624
35.0,3000,-10,-10,-10,-9.9500089,-9.940087717,-9.95974616,-12.40062443,-5654.322271,44.59495514,2,15.05014472,10.84620641
35.5,3000,-10,-10,-10,-9.950711718,-9.940869512,-9.960357491,-5.126049933,-2342.384557,44.48307932,2,15.04947025,10.84620658
36.0,3000,-10,-10,-10,-9.951544065,-9.941804674,-9.961073935,-5.121609994,-2340.639106,44.32299935,2,15.04864236,10.8462068
36.5,3000,-10,-10,-10,-9.952237966,-9.942578499,-9.961674237,14.37472464,6595.086754,43.66544677,2,15.04795805,10.84620698
37.0,3000,-10,-10,-10,-9.952701506,-9.943082509,-9.962083033,13.94055987,6397.228813,42.9015565,2,15.04746393,10.84620711
37.5,3000,-10,-10,-10,-9.952832943,-9.943196972,-9.962216559,25.71264576,11825.77819,41.81964768,2,15.04725221,10.84620716
38.0,3000,-10,-10,-10,-9.95243576,-9.942690029,-9.961913627,25.69119452,11820.04599,40.6302432,2,15.0476581,10.84620706
38.5,3000,-10,-10,-10,-9.952047931,-9.942192903,-9.961618957,25.66948941,11814.04223,39.41566597,2,15.04805486,10.84620695
39.0,3000,-10,-10,-10,-9.951669929,-9.94170627,-9.961332802,25.62794209,11798.71613,37.93463725,2,15.04844225,10.84620685
39.5,3000,-10,-10,-10,-9.951299879,-9.941228011,-9.961053524,25.62313801,11800.23298,36.60761768,2,15.0488216,10.84620675
40.0,3000,-10,-10,-10,-9.95093659,-9.940756771,-9.960780087,25.59976685,11793.02844,35.29132656,2,15.04919466,10.84620665
40.5,3000,-10,-10,-10,-9.950580701,-9.940293326,-9.960512984,25.57556721,11785.30733,33.93520965,2,15.04956063,10.84620656
41.0,3000,-10,-10,-10,-9.950231974,-9.939837405,-9.960252,25.55036952,11776.99574,32.53408506,2,15.04991975,10.84620646
41.5,3000,-10,-10,-10,-9.949890289,-9.939388868,-9.959997025,25.52294955,11767.5312,31.08161402,2,15.05027218,10.84620637
42.0,3000,-10,-10,-10,-9.949555611,-9.938947668,-9.959748031,25.49309356,11756.81846,29.56976645,2,15.05061794,10.84620628
42.5,3000,-10,-10,-10,-9.949228022,-9.93851389,-9.959505087,25.45772524,11743.43601,27.98815988,2,15.05095699,10.84620619
43.0,3000,-10,-10,-10,-9.948907748,-9.938087786,-9.959268386,25.41951592,11728.6238,26.32277639,2,15.05128909,10.84620611
43.5,3000,-10,-10,-10,-9.948594955,-9.937669538,-9.959038071,25.37411681,11710.36977,24.55548677,2,15.0516141,10.84620602
44.0,3000,-10,-10,-10,-9.948290204,-9.93725979,-9.958814615,25.31613398,11686.17536,22.6609351,2,15.05193151,10.84620594
44.5,3000,-10,-10,-10,-9.947994471,-9.936859671,-9.958598832,4.611435527,2121.965686,21.19875234,2,15.05224038,10.84620586
45.0,3000,-10,-10,-10,-9.948850264,-9.937811105,-9.959333809,4.571040866,2103.456404,20.57962724,2,15.05151092,10.84620605
45.5,3000,-10,-10,-10,-9.949698907,-9.938755091,-9.960061189,-1.108769696,-509.7341012,20.29314194,2,15.05067685,10.84620627
46.0,3000,-10,-10,-10,-9.950550198,-9.939702871,-9.960789324,-1.06995456,-491.8922049,20.07286834,2,15.04983676,10.84620649
46.5,3000,-10,-10,-10,-9.951378953,-9.940624655,-9.961497627,1.742053181,801.2864813,19.68269269,2,15.04901933,10.8462067
47.0,3000,-10,-10,-10,-9.952187078,-9.941522483,-9.962187868,1.708918141,786.0552898,19.25604647,2,15.04822337,10.84620691
47.5,3000,-10,-10,-10,-9.952971674,-9.942392797,-9.962857803,2.926024543,1346.188053,18.7437652,2,15.04745028,10.84620711
48.0,3000,-10,-10,-10,-9.953732918,-9.943235662,-9.963507717,2.828245341,1301.215741,18.21262023,2,15.04670219,10.84620731
48.5,3000,-10,-10,-10,-9.954483049,-9.944065337,-9.964147825,-0.306611268,-141.0010972,17.88934955,2,15.04596705,10.8462075
49.0,3000,-10,-10,-10,-9.955225364,-9.94488562,-9.964780921,-0.29862014,-137.3263154,17.60752502,2,15.04523861,10.84620769
49.5,3000,-10,-10,-10,-9.95593679,-9.945669346,-9.965388021,-4.411515988,-2026.328372,17.564166,2,15.04453787,10.84620787
50.0,3000,-10,-10,-10,-9.95661011,-9.94640792,-9.965963285,-4.391670459,-2017.154279,17.58323414,2,15.04387939,10.84620805
50.5,3000,-10,-10,-10,-9.957280958,-9.947143092,-9.966536229,-1.258800279,-578.6846956,17.44098939,2,15.04322705,10.84620822
51.0,3000,-10,-10,-10,-9.957956458,-9.947883208,-9.967112754,-1.453384412,-668.095311,17.25780326,2,15.04256705,10.84620839
51.5,3000,-10,-10,-10,-9.958583764,-9.948566175,-9.967649256,5.854755834,2694.849293,16.52581683,2,15.04195054,10.84620855
52.0,3000,-10,-10,-10,-9.959169753,-9.94919992,-9.968151566,5.473541715,2519.354251,15.68126545,2,15.04138081,10.8462087
52.5,3000,-10,-10,-10,-9.959695197,-9.94976181,-9.968603859,8.913826832,4105.409703,14.46700975,2,15.04086142,10.84620884
53.0,3000,-10,-10,-10,-9.960175106,-9.950269284,-9.969018717,7.787834679,3586.412404,13.19898786,2,15.04040322,10.84620896
53.5,3000,-10,-10,-10,-9.960716326,-9.950847768,-9.969484404,1.141900529,525.3114673,12.5492544,2,15.03989232,10.84620909
54.0,3000,-10,-10,-10,-9.961311977,-9.951489326,-9.969995098,1.022075653,470.1813216,12.06554386,2,15.03931476,10.84620924
54.5,3000,-10,-10,-10,-9.961890953,-9.952110477,-9.970492068,-2.788589456,-1281.68475,11.90905768,2,15.03875306,10.84620939
55.0,3000,-10,-10,-10,-9.962446476,-9.95270319,-9.970969792,-2.773956262,-1274.930411,11.87066393,2,15.03821641,10.84620953
55.5,3000,-10,-10,-10,-9.962986659,-9.953276925,-9.971435037,-3.281529416,-1507.95673,11.86983253,2,15.03769499,10.84620967
56.0,3000,-10,-10,-10,-9.963510147,-9.953830033,-9.971886742,-3.27430276,-1504.595462,11.88035764,2,15.03719126,10.8462098
56.5,3000,-10,-10,-10,-9.964020952,-9.954367178,-9.972328271,-3.267641851,-1501.495605,11.89003173,2,15.03670063,10.84620993
57.0,3000,-10,-10,-10,-9.964519288,-9.954888568,-9.972759845,-3.261513976,-1498.642056,11.89892359,2,15.03622287,10.84621006
57.5,3000,-10,-10,-10,-9.964996925,-9.955384501,-9.97317471,-4.853419841,-2229.036302,12.02259618,2,15.03576384,10.84621018
58.0,3000,-10,-10,-10,-9.965446963,-9.955846808,-9.973567235,-4.890412023,-2245.916622,12.18226581,2,15.03533516,10.84621029
58.5,3000,-10,-10,-10,-9.965884908,-9.956293648,-9.973950282,-4.927730302,-2262.946942,12.34115341,2,15.03491897,10.8462104
59.0,3000,-10,-10,-10,-9.966310939,-9.956725196,-9.974324031,-4.965391079,-2280.134728,12.49932215,2,15.0345151,10.84621051
59.5,3000,-10,-10,-10,-9.966587599,-9.956980054,-9.974574974,-16.00193535,-7324.683847,13.34980208,2,15.03422066,10.84621058
60.0,3000,-10,-10,-10,-9.966554781,-9.956869737,-9.974571383,-17.06545374,-7808.155615,14.41963439,2,15.03427074,10.84621057
60.5,3000,-10,-10,-10,-9.966630189,-9.95688434,-9.974658575,-7.583938733,-3478.988036,14.91038534,2,15.03426066,10.84621057
61.0,3000,-10,-10,-10,-9.966969684,-9.957207395,-9.974964748,-7.703559244,-3533.573136,15.21635937,2,15.03394477,10.84621066
61.5,3000,-10,-10,-10,-9.967295807,-9.957513379,-9.975260506,-7.823725439,-3588.400945,15.52184921,2,15.03364253,10.84621073
62.0,3000,-10,-10,-10,-9.967608782,-9.957802495,-9.975546103,-7.944319407,-3643.417429,15.82689427,2,15.03335383,10.84621081
62.5,3000,-10,-10,-10,-9.967928896,-9.958098507,-9.975838351,-5.910181079,-2711.980802,16.01603431,2,15.03306387,10.84621089
63.0,3000,-10,-10,-10,-9.968272107,-9.958420173,-9.976150413,-5.952187497,-2731.146806,16.16814314,2,15.03274588,10.84621097
63.5,3000,-10,-10,-10,-9.968558016,-9.958673097,-9.976415897,-10.4079042,-4769.407138,16.55107217,2,15.03247244,10.84621104
64.0,3000,-10,-10,-10,-9.968744803,-9.958807978,-9.976600462,-10.64461235,-4877.242521,17.00715551,2,15.03231101,10.84621109
64.5,3000,-10,-10,-10,-9.968936085,-9.958946366,-9.976789802,-9.325187723,-4274.049923,17.38574896,2,15.03215119,10.84621113
65.0,3000,-10,-10,-10,-9.969149328,-9.95910882,-9.976998294,-9.480926305,-4345.019627,17.73945162,2,15.03196439,10.84621118
65.5,3000,-10,-10,-10,-9.969383851,-9.959294552,-9.97722537,-6.449869387,-2958.341735,17.93886049,2,15.031766,10.84621123
66.0,3000,-10,-10,-10,-9.96966625,-9.959534876,-9.977492914,-6.49439519,-2978.656174,18.08912097,2,15.03151102,10.8462113
66.5,3000,-10,-10,-10,-9.969938371,-9.959761538,-9.97775288,-6.539044197,-2999.026651,18.23936015,2,15.03126665,10.84621136
67.0,3000,-10,-10,-10,-9.970200403,-9.959974721,-9.978005463,-6.583790519,-3019.441289,18.38957978,2,15.03103273,10.84621142
67.5,3000,-10,-10,-10,-9.970230239,-9.959913656,-9.978067232,-20.13666648,-9198.906861,19.15574022,2,15.03096688,10.84621144
68.0,3000,-10,-10,-10,-9.969796073,-9.959305396,-9.97774752,-21.03880644,-9607.275226,20.11737796,2,15.0314243,10.84621132
68.5,3000,-10,-10,-10,-9.968973064,-9.958237814,-9.977108785,-31.85392368,-14498.68954,21.46301979,2,15.03217824,10.84621112
69.0,3000,-10,-10,-10,-9.967401531,-9.956287532,-9.975855047,-33.85491101,-15397.22495,22.92997826,2,15.03375893,10.8462107
69.5,3000,-10,-10,-10,-9.965397609,-9.953825101,-9.974248029,-40.47998372,-18370.88863,24.54952092,2,15.03571047,10.84621019
70.0,3000,-10,-10,-10,-9.962711001,-9.950555847,-9.97208182,-43.06909615,-19525.92113,26.21665995,2,15.03839378,10.84620949
70.5,3000,-10,-10,-10,-9.959669839,-9.946864466,-9.969627996,-45.67529937,-20685.93445,27.88238726,2,15.04142993,10.84620869
71.0,3000,-10,-10,-10,-9.956252483,-9.942725323,-9.966868915,-48.30126263,-21852.04012,29.54681706,2,15.0448404,10.84620779
71.5,3000,-10,-10,-10,-9.952866706,-9.938616852,-9.964141699,-43.75898643,-19817.08741,31.017591,2,15.04833691,10.84620688
72.0,3000,-10,-10,-10,-9.949914321,-9.935011928,-9.961777103,-45.71139429,-20684.09052,32.4261842,2,15.05129481,10.8462061
72.5,3000,-10,-10,-10,-9.94747541,-9.932004905,-9.959840946,-32.60504926,-14805.76977,33.4491331,2,15.05395443,10.84620541
73.0,3000,-10,-10,-10,-9.946229168,-9.930395468,-9.958891936,-33.49630593,-15204.17251,34.34927096,2,15.05522407,10.84620508
73.5,3000,-10,-10,-10,-9.945302335,-9.92915922,-9.958207962,-23.65936008,-10768.03029,34.97993332,2,15.05628762,10.8462048
74.0,3000,-10,-10,-10,-9.945024952,-9.928684613,-9.958060656,-24.05841667,-10947.56962,35.52507771,2,15.05659443,10.84620472
74.5,3000,-10,-10,-10,-9.944801935,-9.928273244,-9.957958264,-21.36904117,-9730.616433,35.99362351,2,15.05687323,10.84620465
75.0,3000,-10,-10,-10,-9.944708464,-9.928013329,-9.957962933,-21.66563424,-9864.316729,36.43810001,2,15.0569977,10.84620462
75.5,3000,-10,-10,-10,-9.94453685,-9.927660896,-9.957903266,-23.54192704,-10712.21278,36.9215152,2,15.05718757,10.84620457
76.0,3000,-10,-10,-10,-9.944250011,-9.927172019,-9.957749028,-23.89157032,-10869.48963,37.41755261,2,15.05750585,10.84620448
76.5,3000,-10,-10,-10,-9.943876824,-9.926580377,-9.957524308,-25.86741067,-11760.88505,37.95240177,2,15.05789588,10.84620438
77.0,3000,-10,-10,-10,-9.943374346,-9.925835262,-9.957193928,-26.27590113,-11944.22705,38.49975656,2,15.05842999,10.84620424
77.5,3000,-10,-10,-10,-9.942997652,-9.925235981,-9.95696874,-21.69353398,-9873.489884,38.93184153,2,15.05888283,10.84620412
78.0,3000,-10,-10,-10,-9.942870429,-9.924928236,-9.956950422,-21.94979058,-9988.95623,39.32748157,2,15.05904319,10.84620408
78.5,3000,-10,-10,-10,-9.942953816,-9.924866553,-9.957106736,-12.18901174,-5562.413007,39.49250862,2,15.05905684,10.84620408
79.0,3000,-10,-10,-10,-9.943413016,-9.925245549,-9.957573471,-12.24482717,-5588.000289,39.58458367,2,15.05863186,10.84620419
79.5,3000,-10,-10,-10,-9.94396142,-9.925728919,-9.958113727,-0.924167202,-423.1415166,39.40045848,2,15.05814605,10.84620432
80.0,3000,-10,-10,-10,-9.944658361,-9.926386485,-9.958776351,-1.112379383,-509.3525384,39.14264571,2,15.05748363,10.84620449
80.5,3000,-10,-10,-10,-9.945334138,-9.927018974,-9.959421221,-1.114586896,-510.4241707,38.88223558,2,15.05684282,10.84620466
81.0,3000,-10,-10,-10,-9.945989264,-9.927626824,-9.960048932,-1.115035749,-510.6888009,38.62266204,2,15.05622298,10.84620482
81.5,3000,-10,-10,-10,-9.946555871,-9.928130223,-9.960603567,8.525783694,3911.678555,38.07072661,2,15.05567815,10.84620496
82.0,3000,-10,-10,-10,-9.947041253,-9.928537443,-9.961091447,8.388301019,3849.262471,37.45953606,2,15.05522976,10.84620508
82.5,3000,-10,-10,-10,-9.947547895,-9.928968698,-9.961597334,-3.920006058,-1794.813735,37.22350796,2,15.05476991,10.8462052
83.0,3000,-10,-10,-10,-9.948106394,-9.929459989,-9.962146428,-3.907963588,-1789.436828,37.0682326,2,15.054248,10.84620533
83.5,3000,-10,-10,-10,-9.948647358,-9.929929855,-9.962681411,-3.894817755,-1783.550223,36.91338356,2,15.05374382,10.84620547
84.0,3000,-10,-10,-10,-9.949171173,-9.930378691,-9.963202667,-3.880832046,-1777.274528,36.75892628,2,15.05325705,10.84620559
84.5,3000,-10,-10,-10,-9.949681086,-9.930810258,-9.963712937,2.930163285,1343.981495,36.39814804,2,15.05278614,10.84620572
85.0,3000,-10,-10,-10,-9.950181956,-9.931230222,-9.964216275,2.891406613,1326.364025,35.9921469,2,15.05232233,10.84620584
85.5,3000,-10,-10,-10,-9.950674106,-9.93163893,-9.96471299,0.273512192,125.4272183,35.67017699,2,15.0518695,10.84620595
86.0,3000,-10,-10,-10,-9.951159128,-9.932038226,-9.965204424,0.273344186,125.3622315,35.36579925,2,15.05142246,10.84620607
86.5,3000,-10,-10,-10,-9.95162572,-9.932414808,-9.965681281,1.546431349,709.4482164,35.01989694,2,15.05099366,10.84620618
87.0,3000,-10,-10,-10,-9.952074063,-9.932768845,-9.966143763,1.534025567,703.8256609,34.66575128,2,15.0505838,10.84620629
87.5,3000,-10,-10,-10,-9.952505313,-9.933101656,-9.966592865,-2.048967798,-939.499692,34.43627316,2,15.05019162,10.84620639
88.0,3000,-10,-10,-10,-9.952922299,-9.933416531,-9.967030961,-2.215260071,-1015.762585,34.23544804,2,15.04981266,10.84620649
88.5,3000,-10,-10,-10,-9.953021146,-9.9333567,-9.96720708,20.1717166,9285.833923,33.23801756,2,15.04966929,10.84620653
89.0,3000,-10,-10,-10,-9.952674556,-9.932771731,-9.967017059,19.44557813,8952.633531,32.07772254,2,15.05006904,10.84620643
89.5,3000,-10,-10,-10,-9.9521634,-9.931991152,-9.96669312,25.72482722,11858.6471,30.66359556,2,15.05057047,10.84620629
90.0,3000,-10,-10,-10,-9.951339734,-9.930840798,-9.966113543,25.66366796,11833.50377,28.84564779,2,15.05143733,10.84620607
90.5,3000,-10,-10,-10,-9.950529807,-9.929703604,-9.965547897,25.65251355,11831.39363,27.1738237,2,15.05228952,10.84620584
91.0,3000,-10,-10,-10,-9.949730996,-9.928576674,-9.964993837,25.61076677,11815.00219,25.44827929,2,15.05313125,10.84620563
91.5,3000,-10,-10,-10,-9.948944758,-9.927461859,-9.964452433,25.55885442,11793.78751,23.60748579,2,15.05396061,10.84620541
92.0,3000,-10,-10,-10,-9.948171472,-9.926359712,-9.963923891,25.49261815,11765.82305,21.61987943,2,15.05477726,10.8462052
92.5,3000,-10,-10,-10,-9.947412251,-9.925271631,-9.963409048,25.39161421,11721.63157,19.43645837,2,15.05558021,10.84620499
93.0,3000,-10,-10,-10,-9.946669953,-9.924201046,-9.962910191,25.22943578,11648.9641,16.97137868,2,15.0563668,10.84620478
93.5,3000,-10,-10,-10,-9.945950716,-9.923155238,-9.962432323,24.90940513,11502.98246,14.0547005,2,15.05713139,10.84620458
94.0,3000,-10,-10,-10,-9.945550088,-9.922481221,-9.962219529,5.383155804,2478.376733,12.15627327,2,15.05768656,10.84620444
94.5,3000,-10,-10,-10,-9.945946848,-9.922742334,-9.962666029,5.550139486,2555.418987,10.94896431,2,15.05732883,10.84620453
95.0,3000,-10,-10,-10,-9.946343992,-9.92300352,-9.963112883,-0.724673182,-333.3326328,9.300176091,2,15.05697935,10.84620462
95.5,3000,-10,-10,-10,-9.946768098,-9.923295829,-9.963582197,-0.724687896,-333.3326709,7.631189818,2,15.0565983,10.84620472
96.0,3000,-10,-10,-10,-9.947174725,-9.923566961,-9.964037393,-0.724702072,-333.3326938,5.973427033,2,15.05623333,10.84620482
96.5,3000,-10,-10,-10,-9.947563807,-9.923816706,-9.964478556,-0.724715759,-333.3327159,4.751684984,2,15.05588613,10.84620491
97.0,3000,-10,-10,-10,-9.947935916,-9.924045635,-9.964906262,-0.724728972,-333.3327373,3.652741493,2,15.05555613,10.84620499
97.5,3000,-10,-10,-10,-9.948291525,-9.924254226,-9.965320982,-0.724741728,-333.3327579,2.871113475,2,15.05524282,10.84620507
98.0,3000,-10,-10,-10,-9.948631035,-9.924442891,-9.965723112,-0.724754043,-333.3327779,2.179842994,2,15.05494582,10.84620515
98.5,3000,-10,-10,-10,-9.948954793,-9.924611988,-9.966112989,-0.72476593,-333.3327972,1.202563376,2,15.05466475,10.84620522
