time_s,no_unit_none,temperature_degC,temperature_degC_1,temperature_degC_2,temperature_degC_3,temperature_degC_4,temperature_degC_5,amperage_A,power_W,velocity_km_h,no_unit_none_1,temperature_degC_6,volflow_l_min
538.5,3000,-10,-10,-10,-7.5761274810064,-6.9151194943077,-8.1209615535049,-44.675329285701,-20260.4822414,15.369340957403,2,17.481186599344,10.845886134578
539.0,3000,-10,-10,-10,-7.5677944650986,-6.9066800026706,-8.1126267413781,-52.20097585248,-23617.08362649,18.299906962491,2,17.48945120296,10.845886121628
539.5,3000,-10,-10,-10,-7.5593579956538,-6.8981612386896,-8.1041643325717,-43.729576452934,-19824.276125018,20.650542784881,2,17.498079378595,10.845886115887
540.0,3000,-10,-10,-10,-7.5514858112257,-6.890112780436,-8.0963602261593,-47.961191369433,-21711.249466959,22.815506046481,2,17.505941443442,10.845886117574
540.5,3000,-10,-10,-10,-7.544854858693,-6.8830934420066,-8.0900095018384,-19.170763141467,-8745.2111061253,23.86288373561,2,17.512971767521,10.845886124669
541.0,3000,-10,-10,-10,-7.5401167084535,-6.877636836814,-8.0858816870291,-19.710585332856,-8989.4835784764,24.554771701436,2,17.517759484014,10.845886132521
541.5,3000,-10,-10,-10,-7.5356679979602,-6.8724174426732,-8.0820955788593,-5.1582714324335,-2361.8315854264,24.708356975084,2,17.522327955806,10.845886142295
542.0,3000,-10,-10,-10,-7.5315569248926,-6.8674746533273,-8.0787081789808,-5.1836483862854,-2373.5233977548,24.691511622542,2,17.526491301887,10.845886153141
542.5,3000,-10,-10,-10,-7.527444377857,-6.8625285319306,-8.0753212014884,-3.1454297723717,-1441.1094158226,24.5990327974,2,17.530659475245,10.845886165854
543.0,3000,-10,-10,-10,-7.5233335888421,-6.8575820656234,-8.071938123256,-3.1581120295671,-1446.9872818918,24.483374235191,2,17.534822776202,10.845886180402
543.5,3000,-10,-10,-10,-7.5192149682571,-6.8526275851148,-8.0685474344289,-2.3829069555186,-1092.1092919543,24.167336895676,2,17.538994881798,10.845886196838
544.0,3000,-10,-10,-10,-7.5150853761996,-6.847662678987,-8.0651452666563,-2.3603687178493,-1081.8646369164,23.802139873292,2,17.543177161184,10.845886215178
544.5,3000,-10,-10,-10,-7.5109038886638,-6.842653696822,-8.0616834223799,-2.6075857425805,-1195.2012860415,23.193778622082,2,17.547398726512,10.845886235583
545.0,3000,-10,-10,-10,-7.5066915835949,-6.8376182494616,-8.0581864466847,-2.6409140076653,-1210.5738002573,22.528791281704,2,17.551665240788,10.845886258139
545.5,3000,-10,-10,-10,-7.5023519043574,-6.8324766770695,-8.0545408861719,-3.0446471064344,-1395.643005858,21.498761602932,2,17.55601991316,10.845886283164
546.0,3000,-10,-10,-10,-7.4979548035676,-6.8272870797474,-8.0508285460079,-3.0797240862142,-1411.8618334743,20.383133656957,2,17.560476863133,10.845886310872
546.5,3000,-10,-10,-10,-7.4936474421546,-6.8221710189697,-8.0472221866128,-2.7445450145431,-1258.425723451,19.513151686907,2,17.564864756774,10.845886340223
547.0,3000,-10,-10,-10,-7.4893876086547,-6.8170934336561,-8.0436724461749,-2.6742374098404,-1226.3079753661,18.702195975476,2,17.569178698449,10.845886371082
547.5,3000,-10,-10,-10,-7.485146837321,-6.8120308012948,-8.0401459157488,-2.4962957466877,-1144.8424889382,18.014086032056,2,17.573480357413,10.845886403831
548.0,3000,-10,-10,-10,-7.4809136349226,-6.806973612195,-8.0366291185986,-2.4518173899229,-1124.5278486615,17.355765345793,2,17.577766904068,10.845886438429
548.5,3000,-10,-10,-10,-7.4766893541495,-6.8019230119343,-8.0331236145627,-2.2123178235367,-1014.7993176942,16.860874549988,2,17.582049142328,10.845886474951
549.0,3000,-10,-10,-10,-7.4724649948516,-6.7968715680606,-8.0296188358293,-2.195073525481,-1006.9412246111,16.405105199022,2,17.586326372024,10.845886513384
549.5,3000,-10,-10,-10,-7.4682314278751,-6.7918117744292,-8.0261040302706,-2.178048954706,-999.18110902209,15.949802645747,2,17.590612808408,10.845886553859
550.0,3000,-10,-10,-10,-7.4639888384248,-6.7867438200541,-8.0225793793188,-2.1607402293857,-991.28806740738,15.49493056958,2,17.594908263103,10.845886596385
550.5,3000,-10,-10,-10,-7.4597400743521,-6.7816700886365,-8.019048195011,-2.0489439079563,-940.06250624076,15.121804797598,2,17.599210695341,10.845886640956
551.0,3000,-10,-10,-10,-7.4554840571219,-6.7765897115729,-8.0155091889166,-1.9679922403267,-902.97300353038,14.768590025374,2,17.603519488086,10.845886687572
551.5,3000,-10,-10,-10,-7.4512194968974,-6.7715016494993,-8.0119608207613,-1.2476364098972,-572.57928749653,14.536332931953,2,17.607836655133,10.845886736266
552.0,3000,-10,-10,-10,-7.4469470927009,-6.766406503566,-8.0084038874755,-1.2481298764718,-572.82078877345,14.334428412862,2,17.612161799308,10.845886787045
552.5,3000,-10,-10,-10,-7.4426672100616,-6.7613045985963,-8.00483879533,-0.28142304487012,-129.19477155327,14.050554472661,2,17.616494695009,10.845886839916
553.0,3000,-10,-10,-10,-7.4383799210904,-6.7561960132127,-8.0012656099591,-0.30491910635692,-139.98483490003,13.748769000103,2,17.620834709026,10.845886894884
553.5,3000,-10,-10,-10,-7.4340825839917,-6.751078586568,-7.9976812086549,-1.2500069150455,-573.73262526059,13.52799710978,2,17.62518449556,10.845886951992
554.0,3000,-10,-10,-10,-7.4297754789658,-6.745952574913,-7.9940858956024,-1.2503560824812,-573.90583049771,13.326896742564,2,17.629544324713,10.845887011259
554.5,3000,-10,-10,-10,-7.425456941938,-6.7408166244124,-7.9904776965225,-2.2641340348533,-1038.957879483,13.204488519218,2,17.633914915927,10.845887072708
555.0,3000,-10,-10,-10,-7.4211268962661,-6.7356706990447,-7.9868564941875,-2.255773618335,-1035.1379670581,13.104547867002,2,17.638297695059,10.845887136376
555.5,3000,-10,-10,-10,-7.4167836248602,-6.7305134000057,-7.9832202532566,-3.3854963355208,-1553.0894329004,13.08160231371,2,17.642692503388,10.845887202277
556.0,3000,-10,-10,-10,-7.4124263113043,-6.725344084088,-7.9795679841403,-3.3843374350983,-1552.5651444553,13.083089861453,2,17.64710255455,10.845887270479
556.5,3000,-10,-10,-10,-7.4080539477749,-6.720161937682,-7.9758984848356,-4.535515395075,-2080.0211819975,13.161456653816,2,17.651525964242,10.845887340973
557.0,3000,-10,-10,-10,-7.4036651477159,-6.7149658500283,-7.9722100930238,-4.5579220783576,-2090.2750308417,13.264150784147,2,17.655967480607,10.845887413856
557.5,3000,-10,-10,-10,-7.3992525768136,-6.7097497813944,-7.9684941798443,-6.3969714790578,-2932.17753137,13.482125190634,2,17.660429105269,10.845887489189
558.0,3000,-10,-10,-10,-7.3948124071237,-6.7045106272506,-7.9647461939719,-6.4857769084382,-2972.7577373687,13.736556551049,2,17.664921874324,10.845887567196
558.5,3000,-10,-10,-10,-7.390349034634,-6.699252041295,-7.9609712737183,-7.8514517040801,-3597.3042651457,14.067627012943,2,17.669434483063,10.845887647715
559.0,3000,-10,-10,-10,-7.3858585688719,-6.6939708592722,-7.9571648024267,-8.0057981006264,-3667.765287652,14.422805895777,2,17.673977361368,10.845887730969
559.5,3000,-10,-10,-10,-7.381177924927,-6.6885324008969,-7.953135290595,-17.209636211211,-7864.3038414497,15.278037244098,2,17.678669438613,10.845887819271
560.0,3000,-10,-10,-10,-7.3762315782028,-6.682874819741,-7.9487935354911,-18.182423383586,-8305.8364252312,16.291737221377,2,17.683663193829,10.845887915831
